context,text
room toilet bathroom,A bathroom at a hotel room with towels and toilet.
cat bear sleep,A fat black and white cat sleeps on a teddy bear.
highway speed car,cars speeding along a highway
portrait wallpaper contain,if only wallpaper containing a portrait and skin titled if only
coffee cup serve,coffee being served in a cup
lake stand friend,Friends stand by a lake in a forest.
graze sheep goat,flock of sheep and goats grazed on open spaces .
lie cat sofa,a red cat lying down on the sofa at home
city highway car,cars is running out of the city by using highway
buy think car,The man is thinking of buying a car.
jet airport take,jet taken in the skies over airport
building boat reflection,A large boat is in the reflection of the building.
lie cat sofa,cat lying on the sofa
clock tower face,an old stone bell tower with a clock embedded in the face
field sky wheat,a golden field of wheat under blue skies
light city shine,the lights shine over the city once again
motorcycle park look,The man is looking at the parked motorcycle. 
mouth mouse cat,Black cat with mouse in mouth.
sheep pasture goat,goats and sheep in the pasture
sea beach couple,happy couple on the beach of sea
apple banana basket,A wire basket with apples and bananas in it.
fire fireplace room,A fire in the fireplace in the living room.
wall lean surfboard,colorful surfboards leaning on a wall
serve party drink,serve drinks in style at your next party .
gold rainbow pot,the pot of gold under the rainbow
salad plate grill,A salad is grilled and on a plate at a restaurant.
tree lay shade,A man is laying in the shade of a fig tree.
zoo eat giraffe,a giraffe eating a twig at the zoo
rest sheep herd,A large herd of sheep are grazing and resting on a waterfront pasture.
aim ball billiard,A man plays billiards and aims for the balls.
wall hang clock,an old antique clock hanging on the wall 
chimney smoke come,smoke coming out of a chimney
cover pillow bed,A bed with four pillows and the covers turned down.
clothe wash shirt,A woman in a polka dot shirt washing colorful clothes in a wide flat pan.
tile bathroom toilet,A bathroom with white tile and a toilet
grass horse eat,A horse is eating grass.
daughter mother share,mother and daughter sharing a treat for good grades.
dog herd sheep,A herd of sheep next to two black dogs.
take airplane airport,an airplane takes off from a nearby airport .
train move railroad,an image of a train moving down the track and going down the railroad
top microwave oven,A microwave oven with snacks on top of it.
jump snowboarder snowboard,A snowboarder doing a jump on a K2 snowboard.
forest mushroom grow,the forest of cranberries grown mushroom .
train city bridge,Trains on top of a bridge near the city.  
pollen flower bee,bee taking pollen from a flower
walk bear hillside,A large black bear walking across a lush green hillside.
sheep hill pasture,sheep graze on pasture under bare winter trees in the hills
bedroom window light,dark bedroom with light from the window .
cup coffee doughnut,"a chocolate doughnut on a saucer, coffee in cup. "
sky light city,multiple bolts of lightning light up the sky over a city
float sky cloud,shot of clouds that float across the sky
rise moon city,rising moon over the city
tower frame tree,A clock tower framed by trees against a blue sky
look light city,a city looks good under the lights .
flower decorate heart,heart decorated with a pattern of flowers and herbs
curve train track,A train coming around a curve on train tracks.
flower arrangement cut,"A florist demonstrates how to staple leaves together, and cuts flowers for an arrangement."
airplane airport dock,"Several ""nok"" colorful airplanes are docked at the airport."
station train move,a train moving through a station
hill sun rise,sun rise behind the hill
clothe hang rack,Clothes are hung from several racks outside ready to be sold.
building skyscraper city,modern glass buildings of skyscrapers in the city
hang shelf wall,empty white shelf hanging on a wall
nurse talk patient,nurse checking on her sick patient and talking to her at the hospital
grass lean eat,A pair of zebra's leaned over eating grass.
hold recur competition,fans during recurring competition held
day umbrella smile,smiling woman with umbrella on a rainy day
mount wall bathroom,A large public bathroom has urinals mounted on the wall.
dress guitar suit,Two men dressed in suits sing and play the guitar.
rickshaw sleep cat,Several people walk by a rickshaw containing a sleeping cat.
olive top pizza,A pizza is topped with pepperoni and olives.
meat potato plate,"an image of meat, vegetables and potato on plate"
shore walk lake,boys walking on the shore beside lake
rainbow cloud sky,rainbow under the white cloud on the azure sky
flight delay passenger,the flight had already delayed take off when the pilot told off the passengers
room home look,printed pillows look fabulous in any room in your home .
portrait cat eye,portrait of the face and green eyes of a furry grey and white cat
travel train bridge,Two trains travel on tracks on a bridge
serve breakfast table,blonde woman having breakfast at a table served for two
plane runway sit,A plane sits on the runway
pond swan swim,swans swimming on the pond
city tourist explore,Tourist in ancient asian cities spend their days exploring the history.
heart hand shape,heart shaped flame on a palm of a hand
tree trail side,A skier coming down a trail with trees on either side. 
boat leave harbour,waves from a boat leaving harbour
pizza include topping,The toppings on the pizza include meat and cheese.
student work computer,students working on the computer .
construction building crane,large crane over a building under construction
test study student,A student studying for a test.
grow tree flower,pretty white flowers growing around a fallen tree
athlete match team,athlete during the match between rugby union teams
pear basket apple,"Wicker baskets of apples, oranges and pears on the shelves of a market"
sheep mountain flock,flock of sheeps in the mountain near to the lake
circus perform elephant,elephants performing during a circus .
cat bib wear,A black cat with crazy eyes wearing a bib.
stream cross hiker,Hikers are crossing a stream.
