context,text
bridge building connect,This is a bridge that is connecting two buildings. 
look sheep grass,sheep chewing grass looking at camera .
look sheep grass,Many sheep look distant in the green grass. 
look sheep grass,"A small, black sheep looks away in the grass."
pasture cattle herd,herd of cattle in a pasture
pasture cattle herd,a herd of cattle being moved to new pastures
pasture cattle herd,A herd of cattle grazing on a brush covered grassy pasture.
dip water toe,A blond girl dips a toe in the water.
dip water toe,a toe is tentatively dipped into water
dip water toe,entertainer dipped her toes in the water .
distance mountain field,fields with mountains in the distance .
distance mountain field,There is a mountain in the distance past a field
distance mountain field,round bales of hay on a golden field with mountains in the distance
look sheep herd,girl looking at a herd of sheep
look sheep herd,a nomad looks over his herd of sheep
aircraft cloud sky,aircraft with clouds in the blue sky .
aircraft cloud sky,clouds and sky from the window of an aircraft
aircraft cloud sky,A jet aircraft in a sky filled with golden clouds.
shower bathroom vanity,"A bathroom with a vanity, toilet and shower."
shower bathroom vanity,white vanity that opens up to a bathroom with shower
shower bathroom vanity,"Image of a vanity, shower and open window in a bathroom."
stand zebra plain,A herd of zebras standing on the plains.
stand zebra plain,Four zebras stand together in a grassy plain.
stand zebra plain,Several black and white zebras stand on a grassy plain.
painting museum look,man looking at paintings in a museum
painting museum look,students look at the famous painting at the museum .
painting museum look,Two people are in an art museum looking at a painting of roosters.
jet airport take,jet taken in the skies over airport
jet airport take,a JAL jet is taking off at an airport
jet airport take,A passenger jet takes off in the distance from the airport
paint add color,painted rock adding color to the rock garden .
paint add color,painted airplanes add a splash of color to the sky
paint add color,painted crown molding adds a great punch of color to this bathroom
salmon eat bear,a grizzly bear eats salmon
salmon eat bear,brown bear eating a salmon caught
salmon eat bear,The bear is looking for some salmon to eat.
city overlook tower,the tower overlooks the city .
city overlook tower,overlooking a residential tower in the city
city overlook tower,A clock tower overlooks the city and tells the time
city train come,freight train coming into the city
city train come,a long red train is coming through a city
city train come,The train comes through the city at dusk.
look bedroom room,the room as bedroom looking east
look bedroom room,looking from bedroom to living room
look bedroom room,make your bedroom look like a hotel room
clock tower face,the face of clock on the tower
clock tower face,A tall white tower with a clock on it's face.
clock tower face,an old stone bell tower with a clock embedded in the face
glass cat look,Looking at a cat threw a magnifying glass.
glass cat look,Two cats looking at one another through glass
glass cat look,there is a cat that is looking out of the glass
sale produce market,local produce on sale at a market
sale produce market,fresh produce for sale in a market
sale produce market,fresh local produce for sale at the farmers market
apple sale market,apples on sale at a market
apple sale market,oranges and apples for sale in a market
apple sale market,baskets of apples for sale outside the market .
laptop look student,students look at content on a laptop
laptop look student,Group of students looking at laptop with interesting image.
laptop look student,male students in a dorm room looking at a laptop and laughing
fill room shelf,The rooms and shelves are filled with things.
fill room shelf,A room that is filled with movies on the shelf.
fill room shelf,A room filled of shelves topped with lots of items.
beach umbrella sea,umbrella on the tropical beach and sea
beach umbrella sea,A dense sea of umbrellas on a crowded beach. 
beach umbrella sea,Umbrellas are lining a beach in rows by the sea.
watch train station,A train pulls into a station as people watch.
watch train station,A red train leaving a train station with man watching.
watch train station,People watching a modern commuter train come in to the station
train building move,A blue train moving next to a building.
train building move,a train in station moving besides the buildings
train building move,moving train on elevated tracks within buildings
perform fan concert,ABBA performing in concert for fans.
perform fan concert,fans performs as part of the concert
perform fan concert,singer with a fan as he performs in his concert
opponent player tackle,A player is tackling his opponent
opponent player tackle,player gets tackled by an opponent .
opponent player tackle,A football player in red being tackled by opponents in white.
billow building smoke,smoke billows from the building .
billow building smoke,smoke billows from a building on a farm
billow building smoke,thick black smoke is billowing from the building
entrance guard stand,a guard stands near the entrance
entrance guard stand,pelicans stand guard at the entrance
entrance guard stand,entrance with soldiers standing guard
zoo watch giraffe,a boy watches a giraffe at a zoo
zoo watch giraffe,Two giraffes being watched at a zoo. 
zoo watch giraffe,"A giraffe at the zoo, with people watching."
runway airport land,landing runway of the airport
runway airport land,aircraft is landing on the runway at airport
runway airport land,An airplane landing on a runway in an airport
train day travel,"A train traveling down a track, in the day."
train day travel,People traveling in an open style train on a sunny day.
train day travel,train travelling towards tourist attraction during a day
chef cook dish,A chef cooks a vegetarian dish.
chef cook dish,A chef is cooking several dishes.
slope race skier,A skier racing down a slope.
slope race skier,Two skiers racing each other down the slopes. 
slope race skier,Many young skiers are racing down a snowy slope
day park spend,man spend a day in the park
day park spend,little siblings spending an autumn day in the park
day park spend,A group of people are spending the day at the park.
sky soar cloud,clouds the clouds soaring in the sky
sky soar cloud,an airplane is soaring through a sky of clouds
sky soar cloud,bald eagle soaring in a blue sky with light clouds
build structure work,Two men working to build a steel structure.
